scientific_name,chinese_name,matched_scientific_name,inaturalist_taxon_id,rank,record_count,iconic_taxon_name,taxon_kingdom_name,taxon_class_name,taxon_family_name,taxon_genus_name,observations_count,source,error,queried_at
Paralabrax nebulifer,,,,,1,Actinopterygii,Animalia,Actinopterygii,Serranidae,Paralabrax,,,,
Paralebeda plagifera,,,,,1,Insecta,Animalia,Insecta,Lasiocampidae,Paralebeda,,,,
Paraphlomis javanica,,,,,2,Plantae,Plantae,Magnoliopsida,Lamiaceae,Paraphlomis,,,,
Paraplesiops meleagris,,,,,1,Actinopterygii,Animalia,Actinopterygii,Plesiopidae,Paraplesiops,,,,
Parapolybia indica,,,,,5,Insecta,Animalia,Insecta,Vespidae,Parapolybia,,,,
Parapolybia nodosa,,,,,2,Insecta,Animalia,Insecta,Vespidae,Parapolybia,,,,
Parasesarma affine,,,,,3,Animalia,Animalia,Malacostraca,Sesarmidae,Parasesarma,,,,
Parasesarma continentale,,,,,18,Animalia,Animalia,Malacostraca,Sesarmidae,Parasesarma,,,,
Parasesarma pictum,,,,,11,Animalia,Animalia,Malacostraca,Sesarmidae,Parasesarma,,,,
Parasola auricoma,,,,,1,Fungi,Fungi,Agaricomycetes,Psathyrellaceae,Parasola,,,,
Parasola lactea,,,,,1,Fungi,Fungi,Agaricomycetes,Psathyrellaceae,Parasola,,,,
Parasola plicatilis,,,,,3,Fungi,Fungi,Agaricomycetes,Psathyrellaceae,Parasola,,,,
Paraspirobolus lucifugus,,,,,1,Animalia,Animalia,Diplopoda,Spirobolellidae,Paraspirobolus,,,,
Parasteatoda tepidariorum,,,,,3,Arachnida,Animalia,Arachnida,Theridiidae,Parasteatoda,,,,
Paratrechina longicornis,长角立毛蚁,Paratrechina longicornis,69388,species,143,Insecta,Animalia,Insecta,Formicidae,Paratrechina,14353,iNaturalist,,2026-06-16T19:03:42
Paratrophis banksii,,,,,1,Plantae,Plantae,Magnoliopsida,Moraceae,Paratrophis,,,,
Parawixia dehaani,,,,,1,Arachnida,Animalia,Arachnida,Araneidae,Parawixia,,,,
Pardosa laura,,,,,5,Arachnida,Animalia,Arachnida,Lycosidae,Pardosa,,,,
Pardosa pseudoannulata,,,,,4,Arachnida,Animalia,Arachnida,Lycosidae,Pardosa,,,,
Pardosa sumatrana,,,,,1,Arachnida,Animalia,Arachnida,Lycosidae,Pardosa,,,,
Parietaria hespera,,,,,1,Plantae,Plantae,Magnoliopsida,Urticaceae,Parietaria,,,,
Parlatoria ziziphi,,,,,1,Insecta,Animalia,Insecta,Diaspididae,Parlatoria,,,,
Parmarion martensi,,,,,3,Mollusca,Animalia,Gastropoda,Ariophantidae,Parmarion,,,,
Parochetus communis,,,,,2,Plantae,Plantae,Magnoliopsida,Fabaceae,Parochetus,,,,
Parthenocissus dalzielii,异叶地锦,Parthenocissus dalzielii,428180,species,147,Plantae,Plantae,Magnoliopsida,Vitaceae,Parthenocissus,1337,iNaturalist,,2026-06-16T19:03:38
Parthenocissus inserta,,,,,1,Plantae,Plantae,Magnoliopsida,Vitaceae,Parthenocissus,,,,
Parthenocissus quinquefolia,,,,,2,Plantae,Plantae,Magnoliopsida,Vitaceae,Parthenocissus,,,,
Parthenocissus tricuspidata,,,,,30,Plantae,Plantae,Magnoliopsida,Vitaceae,Parthenocissus,,,,
Parus cinereus,,,,,26,Aves,Animalia,Aves,Paridae,Parus,,,,
Parus monticolus,,,,,1,Aves,Animalia,Aves,Paridae,Parus,,,,
Paspalum conjugatum,,,,,5,Plantae,Plantae,Liliopsida,Poaceae,Paspalum,,,,
Paspalum dilatatum,,,,,1,Plantae,Plantae,Liliopsida,Poaceae,Paspalum,,,,
Paspalum distichum,,,,,3,Plantae,Plantae,Liliopsida,Poaceae,Paspalum,,,,
Paspalum notatum,,,,,1,Plantae,Plantae,Liliopsida,Poaceae,Paspalum,,,,
Paspalum orbiculare,,,,,4,Plantae,Plantae,Liliopsida,Poaceae,Paspalum,,,,
Paspalum paniculatum,,,,,3,Plantae,Plantae,Liliopsida,Poaceae,Paspalum,,,,
Paspalum vaginatum,,,,,2,Plantae,Plantae,Liliopsida,Poaceae,Paspalum,,,,
Passer domesticus,,,,,1,Aves,Animalia,Aves,Passeridae,Passer,,,,
Passer montanus,麻雀,Passer montanus,13851,species,948,Aves,Animalia,Aves,Passeridae,Passer,149561,iNaturalist,,2026-06-16T19:02:40
Passiflora edulis,,,,,4,Plantae,Plantae,Magnoliopsida,Passifloraceae,Passiflora,,,,
Passiflora suberosa,,,,,3,Plantae,Plantae,Magnoliopsida,Passifloraceae,Passiflora,,,,
Passiflora vesicaria,,,,,7,Plantae,Plantae,Magnoliopsida,Passifloraceae,Passiflora,,,,
Pavetta hongkongensis,,,,,14,Plantae,Plantae,Magnoliopsida,Rubiaceae,Pavetta,,,,
Pavo cristatus,,,,,19,Aves,Animalia,Aves,Phasianidae,Pavo,,,,
Pelargonium magenteum,,,,,1,Plantae,Plantae,Magnoliopsida,Geraniaceae,Pelargonium,,,,
Pellionia scabra,,,,,2,Plantae,Plantae,Magnoliopsida,Urticaceae,Pellionia,,,,
Pelodiscus sinensis,,,,,2,Reptilia,Animalia,Reptilia,Trionychidae,Pelodiscus,,,,
Peltophorum pterocarpum,,,,,3,Plantae,Plantae,Magnoliopsida,Fabaceae,Peltophorum,,,,
Pemphis acidula,,,,,1,Plantae,Plantae,Magnoliopsida,Lythraceae,Pemphis,,,,
Penaeus monodon,,,,,1,Animalia,Animalia,Malacostraca,Penaeidae,Penaeus,,,,
Penaeus setiferus,,,,,1,Animalia,Animalia,Malacostraca,Penaeidae,Penaeus,,,,
Peniophora cinerea,,,,,2,Fungi,Fungi,Agaricomycetes,Peniophoraceae,Peniophora,,,,
Pentas lanceolata,,,,,6,Plantae,Plantae,Magnoliopsida,Rubiaceae,Pentas,,,,
Peperomia galioides,,,,,1,Plantae,Plantae,Magnoliopsida,Piperaceae,Peperomia,,,,
Peperomia leptostachya,,,,,1,Plantae,Plantae,Magnoliopsida,Piperaceae,Peperomia,,,,
Peperomia magnoliifolia,,,,,1,Plantae,Plantae,Magnoliopsida,Piperaceae,Peperomia,,,,
Peperomia obtusifolia,,,,,3,Plantae,Plantae,Magnoliopsida,Piperaceae,Peperomia,,,,
Peperomia pellucida,,,,,30,Plantae,Plantae,Magnoliopsida,Piperaceae,Peperomia,,,,
Peperomia retusa,,,,,1,Plantae,Plantae,Magnoliopsida,Piperaceae,Peperomia,,,,
Peperomia tetragona,,,,,1,Plantae,Plantae,Magnoliopsida,Piperaceae,Peperomia,,,,
Peperomia urvilleana,,,,,1,Plantae,Plantae,Magnoliopsida,Piperaceae,Peperomia,,,,
Peratophyga crista,,,,,1,Insecta,Animalia,Insecta,Geometridae,Peratophyga,,,,
Pereskia aculeata,,,,,1,Plantae,Plantae,Magnoliopsida,Cactaceae,Pereskia,,,,
Pergesa acteus,,,,,1,Insecta,Animalia,Insecta,Sphingidae,Pergesa,,,,
Pericampylus glaucus,,,,,6,Plantae,Plantae,Magnoliopsida,Menispermaceae,Pericampylus,,,,
Pericrocotus tegimae,,,,,1,Aves,Animalia,Aves,Campephagidae,Pericrocotus,,,,
Perilla frutescens,,,,,11,Plantae,Plantae,Magnoliopsida,Lamiaceae,Perilla,,,,
Perina nuda,,,,,15,Insecta,Animalia,Insecta,Erebidae,Perina,,,,
Perionyx excavatus,,,,,1,Animalia,Animalia,Clitellata,Megascolecidae,Perionyx,,,,
Periophthalmus modestus,,,,,5,Actinopterygii,Animalia,Actinopterygii,Oxudercidae,Periophthalmus,,,,
Periplaneta americana,美洲大蠊,Periplaneta americana,82231,species,98,Insecta,Animalia,Insecta,Blattidae,Periplaneta,42262,iNaturalist,,2026-06-16T19:04:42
Periplaneta australasiae,,,,,7,Insecta,Animalia,Insecta,Blattidae,Periplaneta,,,,
Perixera griseata,,,,,1,Insecta,Animalia,Insecta,Geometridae,Perixera,,,,
Perixera minorata,,,,,1,Insecta,Animalia,Insecta,Geometridae,Perixera,,,,
Persea americana,,,,,8,Plantae,Plantae,Magnoliopsida,Lauraceae,Persea,,,,
Persicaria barbata,,,,,4,Plantae,Plantae,Magnoliopsida,Polygonaceae,Persicaria,,,,
Persicaria chinensis,,,,,6,Plantae,Plantae,Magnoliopsida,Polygonaceae,Persicaria,,,,
Persicaria lapathifolia,,,,,2,Plantae,Plantae,Magnoliopsida,Polygonaceae,Persicaria,,,,
Petrea volubilis,,,,,46,Plantae,Plantae,Magnoliopsida,Verbenaceae,Petrea,,,,
Petroselinum crispum,,,,,5,Plantae,Plantae,Magnoliopsida,Apiaceae,Petroselinum,,,,
Petunia integrifolia,,,,,1,Plantae,Plantae,Magnoliopsida,Solanaceae,Petunia,,,,
Phacelia calthifolia,,,,,1,Plantae,Plantae,Magnoliopsida,Boraginaceae,Phacelia,,,,
Phaeacius malayensis,,,,,1,Arachnida,Animalia,Arachnida,Salticidae,Phaeacius,,,,
Phaedyma columella,,,,,9,Insecta,Animalia,Insecta,Nymphalidae,Phaedyma,,,,
Phalaropus lobatus,,,,,1,Aves,Animalia,Aves,Scolopacidae,Phalaropus,,,,
Phallus lutescens,,,,,1,Fungi,Fungi,Agaricomycetes,Phallaceae,Phallus,,,,
Phanera championii,,,,,5,Plantae,Plantae,Magnoliopsida,Fabaceae,Phanera,,,,
Phaseolus lunatus,,,,,1,Plantae,Plantae,Magnoliopsida,Fabaceae,Phaseolus,,,,
Phaseolus vulgaris,,,,,2,Plantae,Plantae,Magnoliopsida,Fabaceae,Phaseolus,,,,
Phauda flammans,,,,,3,Insecta,Animalia,Insecta,Phaudidae,Phauda,,,,
Phazaca leucocera,,,,,3,Insecta,Animalia,Insecta,Uraniidae,Phazaca,,,,
Pheidole megacephala,,,,,11,Insecta,Animalia,Insecta,Formicidae,Pheidole,,,,
Pheidole parva,,,,,25,Insecta,Animalia,Insecta,Formicidae,Pheidole,,,,
Phereoeca uterella,,,,,9,Insecta,Animalia,Insecta,Tineidae,Phereoeca,,,,
Philadelphus coronarius,,,,,1,Plantae,Plantae,Magnoliopsida,Hydrangeaceae,Philadelphus,,,,
Philodendron grandipes,,,,,1,Plantae,Plantae,Liliopsida,Araceae,Philodendron,,,,
Philodendron hederaceum,,,,,10,Plantae,Plantae,Liliopsida,Araceae,Philodendron,,,,
Philonotis fontana,,,,,3,Plantae,Plantae,Bryopsida,Bartramiaceae,Philonotis,,,,
Phimenes flavopictus,,,,,2,Insecta,Animalia,Insecta,Vespidae,Phimenes,,,,
Phintelloides versicolor,,,,,5,Arachnida,Animalia,Arachnida,Salticidae,Phintelloides,,,,
Phlaeoba antennata,,,,,10,Insecta,Animalia,Insecta,Acrididae,Phlaeoba,,,,
Phlaeoba infumata,,,,,10,Insecta,Animalia,Insecta,Acrididae,Phlaeoba,,,,
Phlebopus marginatus,,,,,2,Fungi,Fungi,Agaricomycetes,Boletinellaceae,Phlebopus,,,,
Phlegmariurus phlegmaria,,,,,1,Plantae,Plantae,Lycopodiopsida,Lycopodiaceae,Phlegmariurus,,,,
Phlox divaricata,,,,,1,Plantae,Plantae,Magnoliopsida,Polemoniaceae,Phlox,,,,
Phlox paniculata,,,,,1,Plantae,Plantae,Magnoliopsida,Polemoniaceae,Phlox,,,,
Phlyctis argena,,,,,2,Fungi,Fungi,Lecanoromycetes,Phlyctidaceae,Phlyctis,,,,
Phlyctis petraea,,,,,2,Fungi,Fungi,Lecanoromycetes,Phlyctidaceae,Phlyctis,,,,
Phoenicopterus roseus,,,,,8,Aves,Animalia,Aves,Phoenicopteridae,Phoenicopterus,,,,
Phoenicurus auroreus,,,,,3,Aves,Animalia,Aves,Muscicapidae,Phoenicurus,,,,
Phoenix loureiroi,,,,,25,Plantae,Plantae,Liliopsida,Arecaceae,Phoenix,,,,
Phoenix roebelenii,江边刺葵,Phoenix roebelenii,204744,species,65,Plantae,Plantae,Liliopsida,Arecaceae,Phoenix,11032,iNaturalist,,2026-06-16T19:06:15
Phoenix sylvestris,,,,,6,Plantae,Plantae,Liliopsida,Arecaceae,Phoenix,,,,
Pholcus phalangioides,,,,,2,Arachnida,Animalia,Arachnida,Pholcidae,Pholcus,,,,
Photinia bodinieri,,,,,1,Plantae,Plantae,Magnoliopsida,Rosaceae,Photinia,,,,
Photinia serratifolia,,,,,2,Plantae,Plantae,Magnoliopsida,Rosaceae,Photinia,,,,
Phragmites australis,芦苇,Phragmites australis,64237,species,105,Plantae,Plantae,Liliopsida,Poaceae,Phragmites,130242,iNaturalist,,2026-06-16T19:04:28
Phragmites karka,,,,,5,Plantae,Plantae,Liliopsida,Poaceae,Phragmites,,,,
Phrynocaria unicolor,,,,,1,Insecta,Animalia,Insecta,Coccinellidae,Phrynocaria,,,,
Phycosoma digitula,,,,,2,Arachnida,Animalia,Arachnida,Theridiidae,Phycosoma,,,,
Phygasia ornata,,,,,11,Insecta,Animalia,Insecta,Chrysomelidae,Phygasia,,,,
Phyla nodiflora,,,,,3,Plantae,Plantae,Magnoliopsida,Verbenaceae,Phyla,,,,
Phyllanthus amarus,,,,,21,Plantae,Plantae,Magnoliopsida,Phyllanthaceae,Phyllanthus,,,,
Phyllanthus caroliniensis,,,,,1,Plantae,Plantae,Magnoliopsida,Phyllanthaceae,Phyllanthus,,,,
Phyllanthus cochinchinensis,越南叶下珠,Phyllanthus cochinchinensis,345561,species,103,Plantae,Plantae,Magnoliopsida,Phyllanthaceae,Phyllanthus,643,iNaturalist,,2026-06-16T19:04:30
Phyllanthus debilis,,,,,17,Plantae,Plantae,Magnoliopsida,Phyllanthaceae,Phyllanthus,,,,
Phyllanthus emblica,,,,,14,Plantae,Plantae,Magnoliopsida,Phyllanthaceae,Phyllanthus,,,,
Phyllanthus myrtifolius,,,,,49,Plantae,Plantae,Magnoliopsida,Phyllanthaceae,Phyllanthus,,,,
Phyllanthus niruri,,,,,19,Plantae,Plantae,Magnoliopsida,Phyllanthaceae,Phyllanthus,,,,
Phyllanthus reticulatus,,,,,15,Plantae,Plantae,Magnoliopsida,Phyllanthaceae,Phyllanthus,,,,
Phyllanthus tenellus,纤梗叶下珠,Phyllanthus tenellus,166757,species,108,Plantae,Plantae,Magnoliopsida,Phyllanthaceae,Phyllanthus,11157,iNaturalist,,2026-06-16T19:04:22
Phyllanthus urinaria,,,,,27,Plantae,Plantae,Magnoliopsida,Phyllanthaceae,Phyllanthus,,,,
Phyllanthus virgatus,,,,,1,Plantae,Plantae,Magnoliopsida,Phyllanthaceae,Phyllanthus,,,,
Phyllodium pulchellum,,,,,2,Plantae,Plantae,Magnoliopsida,Fabaceae,Phyllodium,,,,
Phylloscopus borealis,,,,,1,Aves,Animalia,Aves,Phylloscopidae,Phylloscopus,,,,
Phylloscopus fuscatus,,,,,3,Aves,Animalia,Aves,Phylloscopidae,Phylloscopus,,,,
Phylloscopus tenellipes,,,,,2,Aves,Animalia,Aves,Phylloscopidae,Phylloscopus,,,,
Phyllostachys aurea,,,,,11,Plantae,Plantae,Liliopsida,Poaceae,Phyllostachys,,,,
Phyllostachys edulis,,,,,2,Plantae,Plantae,Liliopsida,Poaceae,Phyllostachys,,,,
Phyllostachys nigra,,,,,14,Plantae,Plantae,Liliopsida,Poaceae,Phyllostachys,,,,
Physalis angulata,,,,,3,Plantae,Plantae,Magnoliopsida,Solanaceae,Physalis,,,,
Physcia phaea,,,,,1,Fungi,Fungi,Lecanoromycetes,Physciaceae,Physcia,,,,
Physciella chloantha,,,,,1,Fungi,Fungi,Lecanoromycetes,Physciaceae,Physciella,,,,
Physella acuta,,,,,2,Mollusca,Animalia,Gastropoda,Physidae,Physella,,,,
Physodera eschscholtzii,,,,,8,Insecta,Animalia,Insecta,Carabidae,Physodera,,,,
Physomerus grossipes,,,,,3,Insecta,Animalia,Insecta,Coreidae,Physomerus,,,,
Physopelta gutta,突背斑红蝽,Physopelta gutta,366807,species,142,Insecta,Animalia,Insecta,Largidae,Physopelta,6081,iNaturalist,,2026-06-16T19:03:44
Physopelta parviceps,,,,,1,Insecta,Animalia,Insecta,Largidae,Physopelta,,,,
Phytolacca dioica,,,,,1,Plantae,Plantae,Magnoliopsida,Phytolaccaceae,Phytolacca,,,,
Pica serica,,,,,19,Aves,Animalia,Aves,Corvidae,Pica,,,,
Pidorus atratus,,,,,37,Insecta,Animalia,Insecta,Zygaenidae,Pidorus,,,,
Pieris canidia,,,,,27,Insecta,Animalia,Insecta,Pieridae,Pieris,,,,
Pieris rapae,,,,,9,Insecta,Animalia,Insecta,Pieridae,Pieris,,,,
Piezodorus hybneri,,,,,4,Insecta,Animalia,Insecta,Pentatomidae,Piezodorus,,,,
Pilea cadierei,,,,,54,Plantae,Plantae,Magnoliopsida,Urticaceae,Pilea,,,,
Pilea microphylla,小叶冷水花,Pilea microphylla,69172,species,314,Plantae,Plantae,Magnoliopsida,Urticaceae,Pilea,24068,iNaturalist,,2026-06-16T19:02:50
Pilea nummulariifolia,,,,,14,Plantae,Plantae,Magnoliopsida,Urticaceae,Pilea,,,,
Pilea peploides,,,,,1,Plantae,Plantae,Magnoliopsida,Urticaceae,Pilea,,,,
Pimelea gigandra,,,,,2,Plantae,Plantae,Magnoliopsida,Thymelaeaceae,Pimelea,,,,
Pindara illibata,,,,,1,Insecta,Animalia,Insecta,Erebidae,Pindara,,,,
Pinellia ternata,,,,,1,Plantae,Plantae,Liliopsida,Araceae,Pinellia,,,,
Pinus echinata,,,,,1,Plantae,Plantae,Pinopsida,Pinaceae,Pinus,,,,
Pinus elliottii,,,,,20,Plantae,Plantae,Pinopsida,Pinaceae,Pinus,,,,
Pinus massoniana,马尾松,Pinus massoniana,135786,species,122,Plantae,Plantae,Pinopsida,Pinaceae,Pinus,1551,iNaturalist,,2026-06-16T19:04:04
Pinus parviflora,,,,,2,Plantae,Plantae,Pinopsida,Pinaceae,Pinus,,,,
Pinus rigida,,,,,1,Plantae,Plantae,Pinopsida,Pinaceae,Pinus,,,,
Pinus taiwanensis,,,,,2,Plantae,Plantae,Pinopsida,Pinaceae,Pinus,,,,
Pinus thunbergii,,,,,4,Plantae,Plantae,Pinopsida,Pinaceae,Pinus,,,,
Piper betle,,,,,2,Plantae,Plantae,Magnoliopsida,Piperaceae,Piper,,,,
Piper kadsura,,,,,2,Plantae,Plantae,Magnoliopsida,Piperaceae,Piper,,,,
Piper sarmentosum,,,,,12,Plantae,Plantae,Magnoliopsida,Piperaceae,Piper,,,,
Piper taiwanense,,,,,3,Plantae,Plantae,Magnoliopsida,Piperaceae,Piper,,,,
Piper tuberculatum,,,,,1,Plantae,Plantae,Magnoliopsida,Piperaceae,Piper,,,,
Pipistrellus abramus,,,,,1,Mammalia,Animalia,Mammalia,Vespertilionidae,Pipistrellus,,,,
Pirenella cingulata,,,,,1,Mollusca,Animalia,Gastropoda,Potamididae,Pirenella,,,,
Pisolithus arhizus,,,,,4,Fungi,Fungi,Agaricomycetes,Pisolithaceae,Pisolithus,,,,
Pisonia aculeata,,,,,5,Plantae,Plantae,Magnoliopsida,Nyctaginaceae,Pisonia,,,,
Pisonia grandis,,,,,1,Plantae,Plantae,Magnoliopsida,Nyctaginaceae,Pisonia,,,,
Pistacia chinensis,,,,,11,Plantae,Plantae,Magnoliopsida,Anacardiaceae,Pistacia,,,,
Pistacia weinmanniifolia,,,,,1,Plantae,Plantae,Magnoliopsida,Anacardiaceae,Pistacia,,,,
Pistia stratiotes,,,,,51,Plantae,Plantae,Liliopsida,Araceae,Pistia,,,,
Pisum sativum,,,,,3,Plantae,Plantae,Magnoliopsida,Fabaceae,Pisum,,,,
Pittosporum multiflorum,,,,,1,Plantae,Plantae,Magnoliopsida,Pittosporaceae,Pittosporum,,,,
Pittosporum pentandrum,,,,,1,Plantae,Plantae,Magnoliopsida,Pittosporaceae,Pittosporum,,,,
Pittosporum ralphii,,,,,1,Plantae,Plantae,Magnoliopsida,Pittosporaceae,Pittosporum,,,,
Pittosporum tenuifolium,,,,,1,Plantae,Plantae,Magnoliopsida,Pittosporaceae,Pittosporum,,,,
Pittosporum tobira,,,,,25,Plantae,Plantae,Magnoliopsida,Pittosporaceae,Pittosporum,,,,
Pityrogramma calomelanos,,,,,8,Plantae,Plantae,Polypodiopsida,Pteridaceae,Pityrogramma,,,,
Placidium squamulosum,,,,,1,Fungi,Fungi,Eurotiomycetes,Verrucariaceae,Placidium,,,,
Plagiogyria euphlebia,,,,,1,Plantae,Plantae,Polypodiopsida,Plagiogyriaceae,Plagiogyria,,,,
Plagiomnium cuspidatum,,,,,1,Plantae,Plantae,Bryopsida,Mniaceae,Plagiomnium,,,,
Planaxis sulcatus,,,,,4,Mollusca,Animalia,Gastropoda,Planaxidae,Planaxis,,,,
Planchonella chartacea,,,,,1,Plantae,Plantae,Magnoliopsida,Sapotaceae,Planchonella,,,,
Planchonella obovata,,,,,1,Plantae,Plantae,Magnoliopsida,Sapotaceae,Planchonella,,,,
Planopleura kaempferi,,,,,1,Insecta,Animalia,Insecta,Cicadidae,Planopleura,,,,
Plantago asiatica,,,,,36,Plantae,Plantae,Magnoliopsida,Plantaginaceae,Plantago,,,,
Plantago lanceolata,,,,,1,Plantae,Plantae,Magnoliopsida,Plantaginaceae,Plantago,,,,
Plantago major,,,,,10,Plantae,Plantae,Magnoliopsida,Plantaginaceae,Plantago,,,,
Plantago maritima,,,,,2,Plantae,Plantae,Magnoliopsida,Plantaginaceae,Plantago,,,,
Platalea minor,,,,,3,Aves,Animalia,Aves,Threskiornithidae,Platalea,,,,
Platycerium bifurcatum,,,,,7,Plantae,Plantae,Polypodiopsida,Polypodiaceae,Platycerium,,,,
Platycerium coronarium,,,,,1,Plantae,Plantae,Polypodiopsida,Polypodiaceae,Platycerium,,,,
Platycerium superbum,,,,,2,Plantae,Plantae,Polypodiopsida,Polypodiaceae,Platycerium,,,,
Platycladus orientalis,,,,,28,Plantae,Plantae,Pinopsida,Cupressaceae,Platycladus,,,,
Platycodon grandiflorus,,,,,2,Plantae,Plantae,Magnoliopsida,Campanulaceae,Platycodon,,,,
Platycorynus undatus,,,,,2,Insecta,Animalia,Insecta,Chrysomelidae,Platycorynus,,,,
Platydemus manokwari,,,,,11,Animalia,Animalia,,Geoplanidae,Platydemus,,,,
Platyja torsilinea,,,,,1,Insecta,Animalia,Insecta,Erebidae,Platyja,,,,
Platymetopus flavilabris,,,,,1,Insecta,Animalia,Insecta,Carabidae,Platymetopus,,,,
Platysternon megacephalum,,,,,1,Reptilia,Animalia,Reptilia,Platysternidae,Platysternon,,,,
Plecoptera luteiceps,,,,,1,Insecta,Animalia,Insecta,Erebidae,Plecoptera,,,,
Plenasium banksiifolium,,,,,1,Plantae,Plantae,Polypodiopsida,Osmundaceae,Plenasium,,,,
Plerandra elegantissima,,,,,17,Plantae,Plantae,Magnoliopsida,Araliaceae,Plerandra,,,,
Pleroma granulosum,,,,,2,Plantae,Plantae,Magnoliopsida,Melastomataceae,Pleroma,,,,
Pleroma heteromallum,,,,,19,Plantae,Plantae,Magnoliopsida,Melastomataceae,Pleroma,,,,
Pleroma semidecandrum,巴西野牡丹,Pleroma semidecandrum,1121127,species,112,Plantae,Plantae,Magnoliopsida,Melastomataceae,Pleroma,4193,iNaturalist,,2026-06-16T19:04:18
Pleroma urvilleanum,,,,,9,Plantae,Plantae,Magnoliopsida,Melastomataceae,Pleroma,,,,
Plesiomorpha flaviceps,,,,,1,Insecta,Animalia,Insecta,Geometridae,Plesiomorpha,,,,
Pleurotus djamor,,,,,1,Fungi,Fungi,Agaricomycetes,Pleurotaceae,Pleurotus,,,,
Plexippus setipes,,,,,1,Arachnida,Animalia,Arachnida,Salticidae,Plexippus,,,,
Plinia cauliflora,,,,,15,Plantae,Plantae,Magnoliopsida,Myrtaceae,Plinia,,,,
Plodia interpunctella,,,,,5,Insecta,Animalia,Insecta,Pyralidae,Plodia,,,,
Pluchea indica,,,,,1,Plantae,Plantae,Magnoliopsida,Asteraceae,Pluchea,,,,
Pluchea sagittalis,,,,,1,Plantae,Plantae,Magnoliopsida,Asteraceae,Pluchea,,,,
Plumbago auriculata,蓝花丹,Plumbago auriculata,78631,species,176,Plantae,Plantae,Magnoliopsida,Plumbaginaceae,Plumbago,39845,iNaturalist,,2026-06-16T19:03:20
Plumbago zeylanica,,,,,11,Plantae,Plantae,Magnoliopsida,Plumbaginaceae,Plumbago,,,,
Plumeria obtusa,,,,,44,Plantae,Plantae,Magnoliopsida,Apocynaceae,Plumeria,,,,
Plumeria rubra,红鸡蛋花,Plumeria rubra,123438,species,108,Plantae,Plantae,Magnoliopsida,Apocynaceae,Plumeria,29370,iNaturalist,,2026-06-16T19:04:24
Plusiodonta coelonota,,,,,6,Insecta,Animalia,Insecta,Erebidae,Plusiodonta,,,,
Plusiopalpa adrasta,,,,,1,Insecta,Animalia,Insecta,Noctuidae,Plusiopalpa,,,,
Plutodes costatus,,,,,3,Insecta,Animalia,Insecta,Geometridae,Plutodes,,,,
Pluvialis fulva,,,,,2,Aves,Animalia,Aves,Charadriidae,Pluvialis,,,,
Poa annua,,,,,3,Plantae,Plantae,Liliopsida,Poaceae,Poa,,,,
Podiceps cristatus,,,,,1,Aves,Animalia,Aves,Podicipedidae,Podiceps,,,,
Podocarpus latifolius,,,,,1,Plantae,Plantae,Pinopsida,Podocarpaceae,Podocarpus,,,,
Podocarpus macrophyllus,罗汉松,Podocarpus macrophyllus,135329,species,97,Plantae,Plantae,Pinopsida,Podocarpaceae,Podocarpus,9930,iNaturalist,,2026-06-16T19:04:48
Podontia lutea,,,,,1,Insecta,Animalia,Insecta,Chrysomelidae,Podontia,,,,
Podranea ricasoliana,,,,,7,Plantae,Plantae,Magnoliopsida,Bignoniaceae,Podranea,,,,
Poecilia reticulata,,,,,8,Actinopterygii,Animalia,Actinopterygii,Poeciliidae,Poecilia,,,,
Pogonatherum crinitum,,,,,17,Plantae,Plantae,Liliopsida,Poaceae,Pogonatherum,,,,
Polionemobius taprobanensis,,,,,17,Insecta,Animalia,Insecta,Trigonidiidae,Polionemobius,,,,
Polistes gigas,,,,,13,Insecta,Animalia,Insecta,Vespidae,Polistes,,,,
Polistes sagittarius,,,,,3,Insecta,Animalia,Insecta,Vespidae,Polistes,,,,
Poltys illepidus,,,,,3,Arachnida,Animalia,Arachnida,Araneidae,Poltys,,,,
Polycarpon tetraphyllum,,,,,3,Plantae,Plantae,Magnoliopsida,Caryophyllaceae,Polycarpon,,,,
Polypedates leucomystax,,,,,1,Amphibia,Animalia,Amphibia,Rhacophoridae,Polypedates,,,,
Polypedates megacephalus,斑腿泛树蛙,Polypedates megacephalus,26571,species,73,Amphibia,Animalia,Amphibia,Rhacophoridae,Polypedates,13849,iNaturalist,,2026-06-16T19:05:51
Polyphagozerra coffeae,,,,,6,Insecta,Animalia,Insecta,Cossidae,Polyphagozerra,,,,
Polypodium sibiricum,,,,,1,Plantae,Plantae,Polypodiopsida,Polypodiaceae,Polypodium,,,,
Polyrhachis demangei,,,,,3,Insecta,Animalia,Insecta,Formicidae,Polyrhachis,,,,
Polyrhachis dives,双齿多刺蚁,Polyrhachis dives,424544,species,94,Insecta,Animalia,Insecta,Formicidae,Polyrhachis,3702,iNaturalist,,2026-06-16T19:04:56
Polyrhachis illaudata,梅氏多刺蚁,Polyrhachis illaudata,366830,species,121,Insecta,Animalia,Insecta,Formicidae,Polyrhachis,2413,iNaturalist,,2026-06-16T19:04:08
Polyrhachis vigilans,,,,,5,Insecta,Animalia,Insecta,Formicidae,Polyrhachis,,,,
Polyrhachis wolfi,,,,,1,Insecta,Animalia,Insecta,Formicidae,Polyrhachis,,,,
Polyscias balfouriana,,,,,38,Plantae,Plantae,Magnoliopsida,Araliaceae,Polyscias,,,,
Polyscias fruticosa,,,,,8,Plantae,Plantae,Magnoliopsida,Araliaceae,Polyscias,,,,
